"Title","Studio","calWeeklyGross","totTheatreCount","totGross","totBudget","WeeksOn","startYear","startWeek"
"Thoroughbreds","Focus",3008600,1339,2941400,"         NA","7",2018,10
"Three","WGUSA",125200,25,130200,"         NA","4",2016,26
"Three Billboards Outside Ebbing, Missouri","FoxS",55111700,15832,54963000,"         NA","9",2017,45
"Three Identical Strangers","Neon",9947300,1718,9947400,"         NA","7",2018,26
"Three Night Stand","Free",4700,10,4700,"         NA","1",2015,3
"Through a Lens Darkly","FRun",74400,27,74400,"         NA","9",2014,34
"Tickled","Magn.",665200,276,668800,"         NA","9",2016,25
"Tickling Giants","Sarkasmos",53900,29,53300,"         NA","9",2017,11
"Tiger Zinda Hai","Yash",5247500,583,5255600,"    2047000","2",2017,51
"Tikkun","KL",14200,6,14600,"         NA","6",2016,24
"Til Death Do Us Part","NN",3483900,1576,3483900,"         NA","6",2017,39
"Till the End of the World","CL",120100,40,120100,"         NA","3",2018,5
"Tim Timmerman, Hope of America","Purd.",101900,37,100700,"         NA","7",2017,9
"Timbuktu","Cohen",1219000,387,1158600,"         NA","9",2015,4
"Time Changer (2016 re-release)","5&2",17300,14,22100,"         NA","9",2016,10
"Time Out of Mind","IFC",179500,108,175600,"         NA","9",2015,36
"Time Renegades","CJ",63200,22,63100,"         NA","5",2016,16
"Time to Choose","Abr.",18400,6,18400,"         NA","1",2016,23
"Time to Die","FM",NA,17,13800,"         NA","9",2017,37
"Tip Top","KL",6800,4,6800,"         NA","8",2014,50
"Titanic (20th Anniversary)","Par.",698500,162,698400,"         NA","2",2017,48
"To Be Takei","SM",60600,34,60600,"         NA","5",2014,34
"To Die is Hard","DWOES",1700,1,4800,"         NA","17",2014,26
"To Joey, with Love","Fathom",1354500,753,1354500,"         NA","-",2016,38
"To the Arctic (IMAX)","WB",NA,166,16195400,"         NA","295",2014,26
"Toilet: Ek Prem Katha","Relbig.",1900400,456,1900400,"         NA","4",2017,32
"Tom of Finland","KL",382200,112,382800,"         NA","9",2017,41
"Tom of Finland (Gathr Release)","Gathr",1800,2,3300,"         NA","8",2018,16
"Tomb Raider","WB",57835200,13692,56748300,"    9400000","9",2018,11
"Tommy's Honour","RAtt.",589600,386,589700,"         NA","7",2017,15
"Tomorrow","UTMW",NA,37,64600,"         NA","9",2017,15
"Tomorrowland","BV",102668300,17510,104988400,"   19000000","9",2015,21
"Toni Erdmann","SPC",1478000,536,1532300,"         NA","9",2016,52
"Too Late","Vanishing",64400,35,64200,"         NA","9",2016,12
"Top Five","Par.",28527800,5830,28903100,"         NA","8",2014,50
"Top Spin","FRun",5500,7,6200,"         NA","8",2015,34
"Tosca's Kiss (2014 re-release)","Icar.",18100,12,19200,"         NA","9",2014,28
"Touch the Wall","TTW",13600,6,13600,"         NA","3",2014,48
"Touched with Fire","RAtt.",158300,96,158300,"         NA","4",2016,7
"Tough Being Loved By Jerks","KL",800,13,800,"         NA","4",2015,11
"Tournament","Gathr",1500,2,4900,"         NA","32",2018,18
"Tower","KL",105000,56,104600,"         NA","9",2016,40
"Trace Amounts","Gathr",79600,55,86000,"         NA","8",2015,1
"Tracks (2014)","Wein.",570700,266,569600,"         NA","9",2014,38
"Trafficked","EpicPics",19900,22,19900,"         NA","2",2017,40
"Traffik","LGF",9078300,3376,9078400,"         NA","6",2018,16
"Tragedy Girls","G&S",62300,73,62400,"         NA","8",2017,42
"Train to Busan","WGUSA",2315800,290,2241900,"         NA","9",2016,30
"Trainwreck","Uni.",123618000,18674,123165700,"    3500000","9",2015,29
"Transformers: Age of Extinction","Par.",281582200,22202,281413800,"   21000000","9",2014,26
"Transformers: The Last Knight","Par.",134927500,20198,135124700,"   21700000","9",2017,24
"Trapped (2016)","Abr.",68400,22,68300,"         NA","4",2016,10
"Trash","FCW",18600,17,18600,"         NA","1",2015,41
"Trespass Against Us","A24",6000,26,6000,"         NA","4",2017,3
"Tribes of Palos Verdes","IFC",4700,5,4700,"         NA","2",2017,48
"Triple 9","ORF",13653600,5551,13534100,"         NA","7",2016,9
"Trolls","Fox",160838000,23767,161183800,"   12500000","8",2016,45
"Trophy","Orch.",22100,65,21600,"         NA","7",2017,36
"Troublemakers: The Story of Land Art","FRun",30400,32,31300,"         NA","7",2016,2
"True Story","FoxS",5081900,2202,5303200,"         NA","7",2015,16
"True to the Game","Faith Media",1272400,856,1240600,"         NA","7",2017,36
"Truman","FR",218500,92,218400,"         NA","9",2017,14
"Trumbo (2015)","BST",8387700,2935,8489700,"         NA","9",2015,45
"Trust Fund","Trans",39800,10,39900,"         NA","5",2016,2
"Truth","SPC",2708600,2053,2746300,"         NA","9",2015,42
"Truth or Dare","Uni.",40770900,12623,40770900,"     350000","9",2018,15
"Tu Dors Nicole","Kino",6200,6,6100,"         NA","8",2015,22
"Tulip Fever","Wein.",2546500,1962,2479700,"         NA","9",2017,35
"Tully (2018)","Focus",9225400,3857,9225500,"         NA","9",2018,18
"Tumbledown","SM",142800,110,142900,"         NA","3",2016,6
"Tunnel","WGUSA",619700,95,619700,"         NA","5",2016,35
"Turbo Kid","EpicPics",75100,36,72500,"         NA","5",2015,35
"Turn It Around: The Story of East Bay Punk","Abr.",72400,20,72400,"         NA","8",2017,30
"Tusk","A24",2074700,1257,2040200,"         NA","8",2014,38
"Twenty (2015)","CJ",141900,46,142000,"         NA","3",2015,16
"Twenty Two","CL",47500,21,47500,"         NA","2",2017,36
"Two-Bit Waltz","Mont.",NA,15,2900,"         NA","8",2014,43
"Two Days, One Night","IFC",1634700,643,1607600,"         NA","9",2014,51
"Two Men Went to War (2018 re-release)","Indic.",1200,2,1200,"         NA","3",2018,21
"Two Night Stand","EOne",20800,5,20800,"         NA","1",2014,39
"Tyler Perry's Acrimony","LGF",43038400,7923,43038400,"         NA","9",2018,13
"Tyler Perry's Boo 2! A Madea Halloween","LGF",47783600,9817,47783500,"    2500000","8",2017,42
"Ugetsu (2017 re-release)","Jan.",11700,1,11700,"         NA","1",2017,9
"Ugly, Dirty and Bad (Re-Release)","FM",1000,3,7500,"         NA","3",2016,45
"Un Gallo con Muchos Huevos","LGF",10170900,2205,9675800,"     530000","7",2015,36
"Un Padre No Tan Padre","PNT",2261000,852,2260900,"         NA","6",2017,4
"Una","EF",20800,9,20800,"         NA","3",2017,40
"Unbranded","Grav.",437100,258,437100,"         NA","9",2015,39
"Unbroken","Uni.",131633100,18869,132015200,"    6500000","9",2014,51
"Uncertain","LucD.",31200,16,31200,"         NA","2",2017,9
"Uncle Drew","LG/S",41592900,9275,41592900,"         NA","7",2018,26
"Under the Electric Sky","Focus",71000,24,238200,"         NA","9",2014,26
"Under the Sea 3D","WB",1540900,804,39035300,"         NA","496",2014,26
"Under the Shadow","VE",33700,26,33600,"         NA","3",2016,41
"Under the Skin (2014)","A24",122900,60,2999300,"    1330000","19",2014,26
"Under the Sun (2016)","Icar.",108200,28,107500,"         NA","9",2016,27
"Under the Tree","Magn.",57800,34,57800,"         NA","6",2018,27
"Under the Turban","Gathr",1200,1,1200,"         NA","-",2018,16
"Underworld: Blood Wars","SGem",31830400,8510,31830500,"    3500000","9",2017,1
"Undrafted","INDEP",6300,20,6300,"         NA","1",2016,29
"Unfinished Business","Fox",11660100,6370,11549500,"    3500000","6",2015,10
"Unforgettable (2017)","WB",11774400,6418,11774500,"    1200000","6",2017,16
"Unfreedom","DFL",4200,10,4200,"         NA","2",2015,22
"Unfriended","Uni.",34972100,10332,34972000,"     100000","6",2015,16
"Unfriended: Dark Web","BH Tilt",8681000,3358,8681000,"     100000","4",2018,29
"Unlocking the Cage","FRun",28700,14,29700,"         NA","7",2016,21
"Unrelated","KL",5200,2,5100,"         NA","3",2014,26
"Unrest","INDEP",40800,13,40500,"         NA","3",2017,38
"Unsane","BST",7770000,4115,7642200,"         NA","3",2018,12
"Unsullied","Indic.",542500,205,542600,"         NA","5",2016,17
"Until Forever","Linn",38700,24,38700,"         NA","4",2016,7
"Until Forever (Por Siempre)","CZ",66800,36,66800,"         NA","2",2016,46
"Upgrade","BH Tilt",11776800,3857,11776900,"         NA","9",2018,22
"Uzumasa Limelight","Elev.",22000,17,21700,"         NA","6",2014,49
"V/H/S: Viral","Magn.",3100,9,3100,"         NA","2",2014,47
"Vacation","WB (NL)",66130500,20161,65509300,"    3100000","9",2015,30
"Valerian and the City of a Thousand Planets","STX",42020700,11129,42020600,"   17720000","9",2017,29
"Valley of Bones","SG",175100,315,175200,"         NA","3",2017,35
"Valley of Love","Strand",30800,14,30400,"         NA","7",2016,13
"Vanishing Time: A Boy Who Returned","Dreamwest",60800,40,60800,"         NA","3",2016,47
"Vaxxed: From Cover-Up to Catastrophe","CLS",1250000,484,1267200,"         NA","9",2016,14
"Vazante","MBox",24000,28,23600,"         NA","9",2018,2
"Venus in Fur","IFC",340800,158,387400,"         NA","7",2014,26
"Very Good Girls","WGUSA",8000,9,8000,"         NA","1",2014,30
"Veteran","CJ",1312700,142,1279300,"         NA","5",2015,38
"Viceroy's House","IFC",1139300,495,1116600,"         NA","9",2017,35
"Victor","CZ",126200,52,123500,"         NA","5",2016,37
"Victor Frankenstein","Fox",6153300,8961,6153400,"         NA","5",2015,47
"Victoria and Abdul","Focus",22469400,5883,22512200,"         NA","9",2017,38
"Video Games: The Movie","Vari.",23000,25,23000,"         NA","1",2014,29
"Viktoria","BWP",11800,11,12100,"         NA","9",2016,18
"Vince Giordano: There's a Future in the Past","FRun",15500,3,15300,"         NA","5",2017,2
"Vita Activa: The Spirit of Hannah Arendt","Zeit.",87200,19,87200,"         NA","8",2016,14
"Viva","Magn.",188900,90,189000,"         NA","9",2016,18
"Viva La Liberta","Distrib.",66100,34,55400,"         NA","9",2014,45
"Voiceless","AAE",442800,187,442900,"         NA","5",2016,41
"Wa-shoku: Beyond Sushi","UTMW",13100,3,13200,"         NA","3",2015,15
"Wait For Your Laugh","Vita.",30200,8,74500,"         NA","5",2017,44
"Wakefield","IFC",272100,130,272600,"         NA","9",2017,20
"Walk With Me","Gathr",722200,441,717900,"         NA","9",2017,32
"Walking Out","IFC",101300,103,101200,"         NA","6",2017,40
"Walking the Camino: Six Ways to Santiago","FEF",284900,118,695600,"         NA","77",2014,26
"Walking with the Enemy","LS",250900,168,1185900,"         NA","59",2014,26
"Wanda (2018 re-release)","Jan.",42700,6,42700,"         NA","4",2018,29
"War Dogs","WB",46864300,12928,46450200,"         NA","9",2016,34
"War for the Planet of the Apes","Fox",152456600,22157,151888500,"   15000000","9",2017,28
"War Room","TriS",75214500,13692,72208000,"     300000","9",2015,35
"Warcraft","Uni.",50352100,9752,51595300,"   16000000","9",2016,24
"Warriors of the Dawn","FIP",87500,44,87600,"         NA","2",2017,24
"WARx2","WARX2",2220200,145,2217900,"         NA","8",2015,38
"WASTED! The Story of Food Waste","Super",33500,21,33500,"         NA","2",2017,41
"Wastelander","Indic.",70100,50,69200,"         NA","9",2018,2
"Watchers of the Sky","MBox",21700,15,21600,"         NA","6",2014,42
"Wazir","Relbig.",1214400,251,1214400,"         NA","5",2016,2
"We Are The Best!","Magn.",46800,64,207200,"         NA","9",2014,26
"We Are the Flesh","Arrow",8600,12,8500,"         NA","5",2017,2
"We Are Twisted F***ing Sister!","MBox",8900,8,8900,"         NA","1",2016,8
"We Are X","Drft.",47700,41,47700,"         NA","7",2016,43
"We Are Your Friends","WB",4035400,4957,4035400,"         NA","4",2015,35
"We Come As Friends","BBC",56800,34,54300,"         NA","9",2015,33
"We Love You, Sally Carmichael!","Purd.",117900,63,117200,"         NA","9",2017,31
"Wedding Doll","Strand",59800,40,61200,"         NA","9",2016,16
"Weiner","IFC",1785300,505,1820700,"         NA","9",2016,21
"Welcome Back","Eros",1559200,540,1550800,"         NA","4",2015,36
"Welcome to Happiness","Orion",5400,10,5400,"         NA","1",2016,21
"Welcome to Leith","FRun",38900,31,38400,"         NA","9",2015,36
"Welcome to Me","Alc",639100,258,664400,"         NA","5",2015,18
"West of the Jordan River","KL",1900,1,1900,"         NA","1",2018,4
"Western","CGld",40700,24,40600,"         NA","9",2018,7
"Westwood: Punk, Icon, Activist","Greenwich",58000,26,57900,"         NA","7",2018,23
"Wetlands","Strand",67700,39,66400,"         NA","9",2014,36
"What Happened Last Night","Gemelli",9700,31,9700,"         NA","2",2016,45
"What If (2014)","CBS",4007500,1899,4007400,"         NA","6",2014,32
"What Now? Remind Me","CGld",3500,1,3500,"         NA","1",2014,32
"What Our Fathers Did: A Nazi Legacy","Osci.",42700,24,42700,"         NA","3",2015,45
"What We Do in the Shadows","U/P",3879000,1216,3890400,"         NA","9",2015,7
"What Will People Say","KL",33300,10,33200,"         NA","5",2018,28
"When Marnie Was There","GK",627100,279,630500,"         NA","9",2015,21
"When the Bough Breaks","SGem",32319900,7692,31372000,"    1000000","9",2016,37
"When the Game Stands Tall","TriS",34472200,13936,33599400,"    1500000","9",2014,34
"When Two Worlds Collide","FRun",13600,5,12700,"         NA","8",2016,33
"Where Hope Grows","RAtt.",1250000,603,1298900,"         NA","5",2015,20
"Where is Kyra?","Great Point",59100,49,59000,"         NA","4",2018,14
"Where to Invade Next","Drft.",4131700,1426,4064000,"         NA","9",2016,7
"While We're Young","A24",8171000,2818,8519500,"         NA","9",2015,13
"Whiplash","SPC",14780900,5566,14911600,"     330000","9",2014,41
"Whiskey Tango Foxtrot","Par.",24915300,8824,24511200,"    3500000","8",2016,10
"Whisky Galore","Arrow",21700,20,21800,"         NA","7",2017,19
"White Bird in a Blizzard","Magn.",37800,37,37800,"         NA","7",2014,43
"White Girl","FR",216800,47,211200,"         NA","7",2016,36
"White God","Magn.",304800,181,317300,"         NA","9",2015,13
"White Lies","Artma",3000,2,3000,"         NA","1",2016,10
"Whitey: USA v. James J. Bulger","Magn.",86900,39,87100,"         NA","8",2014,26
"Whitney","RAtt.",2954700,1067,2954600,"         NA","6",2018,27
"Who's Crazy? (2017 re-release)","KL",3700,6,3600,"         NA","9",2017,10
"Who is Dayani Cristal?","KL",3200,5,20300,"         NA","9",2014,26
"Who Took Johnny","Rum.",17800,3,17900,"         NA","2",2015,17
"Who We are Now","FR",18900,6,18900,"         NA","4",2018,21
"Whose Streets?","Magn.",189600,166,184600,"         NA","8",2017,32
"Why Don't You Play in Hell","Drft.",32100,38,32600,"         NA","9",2014,45
"Why Him?","Fox",45052300,10262,63258100,"    3800000","9",2016,52
"Wiener-Dog","IFC",511600,231,512600,"         NA","9",2016,26
"Wild (2014)","FoxS",42967200,8121,43122500,"         NA","9",2014,48
"Wild Canaries","IFC",11100,6,11200,"         NA","2",2015,8
"Wild City","WGUSA",39100,14,39200,"         NA","2",2015,31
"Wild Oats","W/Dim.",44200,100,44200,"         NA","1",2016,38
"Wild Tales","SPC",3373300,932,3490600,"         NA","9",2015,8
"Wildflower (Secretos del Alma)","CZ",14300,16,14400,"         NA","1",2016,42
"Wilson","FoxS",683400,657,677300,"         NA","4",2017,12
"Winchester","LGF",25393100,8309,25393100,"         NA","8",2018,5
"Wind River","Wein.",35042200,14278,34132200,"    1100000","9",2017,31
"Windsor Drive","Indic.",3700,2,3700,"         NA","1",2015,35
"Winning Formula","Indic.",14500,13,14500,"         NA","3",2018,30
"Wish I Was Here","Focus",4120200,1770,4120200,"         NA","8",2014,29
"Wish Upon","BG",14845800,6078,14837300,"    1200000","9",2017,28
"Wolf Totem","Sony",6100,2,224100,"         NA","7",2015,39
"Wolf Warrior 2","HC",2824700,268,2824300,"    3010000","9",2017,30
"Wolves","KE",13600,12,13600,"         NA","1",2014,46
"Woman in Gold","Wein.",35971000,11278,37425800,"    1100000","9",2015,13
"Woman Walks Ahead","A24",56900,23,56900,"         NA","6",2018,26
"Women Like Us","Gathr",6000,5,25600,"         NA","34",2018,14
"Women Who Flirt (Sajiao Nvren)","CL",418200,100,427100,"         NA","6",2014,47
"Won't You Be My Neighbor?","Focus",21605600,4595,21605600,"         NA","9",2018,23
"Wonder","LGF",133752100,22268,134013000,"         NA","9",2017,46
"Wonder Wheel","Amazon",1418200,750,1420900,"         NA","9",2017,48
"Wonder Woman","WB",427491000,38909,427770000,"   14900000","9",2017,22
"Wonderstruck","RAtt.",1049000,611,1073100,"         NA","7",2017,42
"Woodlawn","PFR",15337300,6488,15551700,"         NA","9",2015,42
"Woodshock","A24",43400,51,43000,"         NA","3",2017,38
"Words and Pictures","RAtt.",660700,308,2491000,"         NA","9",2014,26
"Worlds Apart","CLS",63200,6,63200,"         NA","5",2017,2
"X-Men: Apocalypse","Fox",165135600,17561,169324500,"   17800000","9",2016,22
"X-Men: Days of Future Past","Fox",15862900,5628,268309700,"   20000000","9",2014,26
"Xenia","Strand",3400,6,3400,"         NA","8",2015,41
"XX (2017)","Magn.",32500,47,32400,"         NA","5",2017,7
"xXx: The Return of Xander Cage","Par.",47082400,11784,47082400,"    8500000","8",2017,3
"Yalom's Cure","FRun",1300,1,1300,"         NA","1",2016,11
"Yellow Day","PFP",34000,1,34000,"         NA","1",2014,38
"Yellow Day (2015)","PFP",154300,74,154800,"         NA","6",2015,50
"Yellow Submarine (2018 re-release)","Abr.",863700,627,863600,"         NA","6",2018,27
"Yo-kai Watch: The Movie","Elev.",271400,329,271400,"         NA","1",2016,42
"Yosemite","Mont.",15000,19,15100,"         NA","8",2016,1
